candidate_id,symbol_or_field,kind,defining_file,disposition,final_dispatch_reachable,secondary_dispatch_reachable,directly_called,address_taken,macro_referenced,active_state_read,active_state_write,active_state_address_taken,serialized_offset,serialized_size,import_dependency,export_dependency,reset_dependency,cpu_shut_dependency,diagnostic_stop_dependency,io_dependency,test_dependency,frozen_reference_dependency,proposed_deletion_group,evidence
selector.caller.ret_far,_ret_far,function,i286c/i286c_mn.c,active_native_required,yes,no,indirect,no,yes,yes,no,no,-,-,no,no,no,no,no,no,no,no,-,post-M48 final graph reaches this real-mode segment/control-transfer handler
selector.caller.ret_far_data16,_ret_far_data16,function,i286c/i286c_mn.c,active_native_required,yes,no,indirect,no,yes,yes,no,no,-,-,no,no,no,no,no,no,no,no,-,post-M48 final graph reaches this real-mode segment/control-transfer handler
selector.function,i286c_selector,function,i286c/i286c_ea.c,shared_helper,no,no,yes,no,no,yes,no,yes,-,-,no,no,no,no,no,no,evidence-only,no,-,two protected direct callers plus SEGSELECT-expanded calls in active native handlers
selector.macro,SEGSELECT,macro,i286c/i286c.mcr,shared_helper,no,no,yes,no,yes,yes,no,no,-,-,no,no,no,no,no,no,no,no,-,reads MSW_PE and selects i286c_selector or real-mode selector<<4
state.compat.gdtr,Cpu286StateCompat.GDTR,serialized_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,no,no,no,64,6,yes,yes,yes,yes,no,no,yes,no,-,literal CPU286 byte position retained by Cpu286CompatImage
state.compat.idtr,Cpu286StateCompat.IDTR,serialized_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,no,no,no,72,6,yes,yes,yes,yes,no,no,yes,no,-,literal CPU286 byte position retained by Cpu286CompatImage
state.compat.ldtr,Cpu286StateCompat.LDTR,serialized_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,no,no,no,78,2,yes,yes,yes,yes,no,no,yes,no,-,literal CPU286 byte position retained by Cpu286CompatImage
state.compat.ldtrc,Cpu286StateCompat.LDTRC,serialized_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,no,no,no,80,6,yes,yes,yes,yes,no,no,yes,no,-,literal CPU286 byte position retained by Cpu286CompatImage
state.compat.msw,Cpu286StateCompat.MSW,serialized_field,i286c/cpucore.h,fail_closed_diagnostic_required,no,no,no,no,no,no,no,no,70,2,yes,yes,yes,yes,yes,no,yes,no,-,literal CPU286 byte position retained by Cpu286CompatImage
state.compat.tr,Cpu286StateCompat.TR,serialized_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,no,no,no,86,2,yes,yes,yes,yes,no,no,yes,no,-,literal CPU286 byte position retained by Cpu286CompatImage
state.compat.trc,Cpu286StateCompat.TRC,serialized_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,no,no,no,88,6,yes,yes,yes,yes,no,no,yes,no,-,literal CPU286 byte position retained by Cpu286CompatImage
state.runtime.gdtr,Upd9002RuntimeState.GDTR,runtime_field,i286c/cpucore.h,shared_helper,no,no,no,no,no,yes,yes,yes,64,6,yes,yes,yes,yes,no,no,yes,no,-,address-taken and read by i286c_selector
state.runtime.idtr,Upd9002RuntimeState.IDTR,runtime_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,yes,yes,yes,72,6,yes,yes,yes,yes,no,no,yes,no,-,no post-M48 instruction reader; adapter still imports and overlays this range
state.runtime.ldtr,Upd9002RuntimeState.LDTR,runtime_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,yes,yes,no,78,2,yes,yes,yes,yes,no,no,yes,no,-,no post-M48 instruction reader; adapter still imports and overlays this range
state.runtime.ldtrc,Upd9002RuntimeState.LDTRC,runtime_field,i286c/cpucore.h,shared_helper,no,no,no,no,no,yes,yes,yes,80,6,yes,yes,yes,yes,no,no,yes,no,-,address-taken and read by i286c_selector
state.runtime.msw,Upd9002RuntimeState.MSW,runtime_field,i286c/cpucore.h,shared_helper,no,no,no,no,no,yes,yes,no,70,2,yes,yes,yes,yes,yes,yes,yes,no,-,read by active SEGSELECT and CPU_MSW I/O; legacy writes are unreachable
state.runtime.tr,Upd9002RuntimeState.TR,runtime_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,yes,yes,no,86,2,yes,yes,yes,yes,no,no,yes,no,-,no post-M48 instruction reader; adapter still imports and overlays this range
state.runtime.trc,Upd9002RuntimeState.TRC,runtime_field,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,yes,yes,yes,88,6,yes,yes,yes,yes,no,no,yes,no,-,no post-M48 instruction reader; adapter still imports and overlays this range
type.i286dtr,I286DTR,type,i286c/cpucore.h,serialized_compatibility_only,no,no,no,no,no,no,no,no,-,6,yes,yes,yes,yes,no,no,no,no,-,six-byte descriptor-table/cache shape is embedded in both state contracts
